sequenceID,range_value,variance,sum_diff,length
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr4:75452279-190000000,528,30.96216044,114547721,2740062
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr6:60000-58087659,682,70.83598229,58027659,1821431
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:48135599-86500000,626,33.77595092,38364401,953147
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:87000000-142766515,586,49.96610871,55766515,1627121
ATAC_JV_adipose/samples/AD2/MSC70/problems/chrX:37148256-49242997,450,47.60970029,12094741,357434
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr10:18024675-38818835,442,69.58666269,20794160,519105
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr10:51448845-125869472,647,89.82046974,74420627,2033888
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr11:69774695-87688378,559,100.5835485,17913683,528808
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:145739-7189876,687,163.4915669,7044137,269288
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:66500000-109373470,553,62.48517219,42873470,983494
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr14:19050000-107289540,741,92.01687436,88239540,2317892
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr16:46510000-88389383,539,113.2539512,41879383,1278596
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:206482221-223747846,482,76.87254315,17265625,454735
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:521368-2634220,25252,25249.96128,2112852,105716
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr22:20700000-50364777,724,175.3270255,29664777,1137299
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr2:162200000-234003741,529,63.99900557,71803741,1729230
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr3:60000-66170270,684,84.24798484,66110270,1804928
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr4:75452279-190000000,491,40.14218766,114547721,2308049
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr6:60000-58087659,634,85.90430888,58027659,1526332
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:48135599-86500000,606,40.60005674,38364401,785809
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:87000000-142766515,619,64.27364629,55766515,1375634
ATAC_JV_adipose/samples/AD2/MSC72/problems/chrX:37148256-49242997,366,50.164433,12094741,295295
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr10:18024675-38818835,838,258.2997144,20794160,1232782
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr10:51448845-125869472,1183,461.3843511,74420627,4882228
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr11:69774695-87688378,1215,526.3866376,17913683,1310803
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:145739-7189876,1297,751.9512395,7044137,610567
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:66500000-109373470,980,231.0440749,42873470,2275864
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr14:19050000-107289540,1621,449.0236559,88239540,5486545
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr16:46510000-88389383,1367,531.5512568,41879383,3084257
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr1:206482221-223747846,925,287.7415336,17265625,1068268
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr1:521368-2634220,5272,2558.75544,2112852,260282
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr22:20700000-50364777,1623,822.8431061,29664777,2696240
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr2:162200000-234003741,1106,260.0768327,71803741,4045503
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr3:60000-66170270,1322,400.9762311,66110270,4382777
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr4:75452279-190000000,1188,155.5585499,114547721,5497560
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr6:60000-58087659,1183,361.2030925,58027659,3592710
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:48135599-86500000,1228,170.4177893,38364401,1908000
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:87000000-142766515,1194,254.4120216,55766515,3266094
ATAC_JV_adipose/samples/AD2/MSC73/problems/chrX:37148256-49242997,1002,224.6702145,12094741,697050
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr10:18024675-38818835,569,100.8328247,20794160,819656
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr10:51448845-125869472,742,142.2519089,74420627,3163760
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr11:69774695-87688378,795,165.1478557,17913683,819131
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:145739-7189876,829,245.5131209,7044137,392266
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:66500000-109373470,622,92.66083733,42873470,1580799
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr14:19050000-107289540,985,146.9380216,88239540,3591382
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr16:46510000-88389383,767,177.8666287,41879383,1954231
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:206482221-223747846,617,111.9850826,17265625,714287
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:521368-2634220,5253,1727.885414,2112852,150102
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr22:20700000-50364777,974,265.4815962,29664777,1649506
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr2:162200000-234003741,682,98.94508764,71803741,2777491
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr3:60000-66170270,878,132.4499153,66110270,2862851
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr4:75452279-190000000,684,59.50588605,114547721,3863914
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr6:60000-58087659,763,130.3022104,58027659,2347275
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:48135599-86500000,811,63.69522564,38364401,1316224
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:87000000-142766515,861,95.88592235,55766515,2207217
ATAC_JV_adipose/samples/AD2/MSC74/problems/chrX:37148256-49242997,518,76.94572002,12094741,461885
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr10:18024675-38818835,990,305.8182014,20794160,1052698
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr10:51448845-125869472,1268,430.0409266,74420627,4126257
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr11:69774695-87688378,1127,477.5133094,17913683,1076848
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:145739-7189876,1170,828.2351126,7044137,533508
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:66500000-109373470,1108,278.5663139,42873470,1968668
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr14:19050000-107289540,1349,425.0128626,88239540,4637688
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr16:46510000-88389383,1137,527.7933751,41879383,2605974
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:206482221-223747846,965,352.7021822,17265625,926799
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:521368-2634220,28749,34927.94069,2112852,219633
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr22:20700000-50364777,1399,824.9373252,29664777,2311153
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr2:162200000-234003741,1262,282.78422,71803741,3470418
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr3:60000-66170270,1487,408.5995382,66110270,3709459
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr4:75452279-190000000,1020,159.0926496,114547721,4696340
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr6:60000-58087659,1144,395.4126669,58027659,3053827
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:48135599-86500000,1131,149.6937693,38364401,1571541
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:87000000-142766515,1084,277.2053994,55766515,2843724
ATAC_JV_adipose/samples/AD2/MSC80/problems/chrX:37148256-49242997,789,221.2946678,12094741,569664
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr10:18024675-38818835,1029,398.6695601,20794160,1671101
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr10:51448845-125869472,1443,568.7895552,74420627,6495171
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr11:69774695-87688378,1295,651.1876526,17913683,1636956
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:145739-7189876,1304,959.6159625,7044137,787815
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:66500000-109373470,1197,387.6619203,42873470,3238199
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr14:19050000-107289540,1584,594.9682895,88239540,7412396
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr16:46510000-88389383,1281,686.4635713,41879383,3962719
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr1:206482221-223747846,1127,463.3370746,17265625,1455073
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr1:521368-2634220,31488,42456.80343,2112852,305604
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr22:20700000-50364777,1563,1071.166588,29664777,3398464
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr2:162200000-234003741,1383,409.4991863,71803741,5617495
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr3:60000-66170270,1694,566.7942363,66110270,5869761
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr4:75452279-190000000,1203,228.7188481,114547721,7885774
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr6:60000-58087659,1277,546.0588968,58027659,4764817
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:48135599-86500000,1460,221.467312,38364401,2680296
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:87000000-142766515,1287,370.5344991,55766515,4486490
ATAC_JV_adipose/samples/AD2/MSC83/problems/chrX:37148256-49242997,974,321.8982431,12094741,952247
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr10:18024675-38818835,616,136.527467,20794160,794363
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr10:51448845-125869472,993,195.5802889,74420627,3122071
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr11:69774695-87688378,928,233.8873785,17913683,810111
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:145739-7189876,917,346.1112389,7044137,398961
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:66500000-109373470,840,122.8771452,42873470,1457810
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr14:19050000-107289540,1243,210.4556946,88239540,3541309
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr16:46510000-88389383,899,253.159832,41879383,2012216
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr1:206482221-223747846,659,138.1365146,17265625,686694
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr1:521368-2634220,24641,24584.76685,2112852,183173
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr22:20700000-50364777,1162,392.6015041,29664777,1797172
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr2:162200000-234003741,1047,130.7071865,71803741,2600734
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr3:60000-66170270,1087,199.1593895,66110270,2818291
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr4:75452279-190000000,820,72.74448738,114547721,3476555
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr6:60000-58087659,942,176.8401917,58027659,2336130
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:48135599-86500000,1083,75.92219664,38364401,1194679
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:87000000-142766515,801,123.0583466,55766515,2137885
ATAC_JV_adipose/samples/AD2/MSC91/problems/chrX:37148256-49242997,788,118.7497695,12094741,446207
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr10:18024675-38818835,1268,467.463878,20794160,1062415
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr11:69774695-87688378,1791,833.6556843,17913683,1027784
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr12:145739-7189876,1852,1296.21849,7044137,535191
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr14:19050000-107289540,2241,736.8819908,88239540,4492315
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr16:46510000-88389383,1762,831.8759997,41879383,2588089
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr1:206482221-223747846,1277,469.8994731,17265625,897025
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr3:60000-66170270,2125,689.9487789,66110270,3646981
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr4:75452279-190000000,1437,243.9883871,114547721,4513276
ATAC_JV_adipose/samples/Ai/MSC77/problems/chrX:37148256-49242997,1189,406.9956913,12094741,611438
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr10:18024675-38818835,870,188.5868823,20794160,690827
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr11:69774695-87688378,979,299.7595744,17913683,663373
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr12:145739-7189876,1138,530.1753061,7044137,359546
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr14:19050000-107289540,1210,276.5157315,88239540,2923651
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr16:46510000-88389383,1071,331.7811196,41879383,1684884
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr1:206482221-223747846,792,215.2462341,17265625,601632
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr3:60000-66170270,1412,262.1961989,66110270,2365859
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr4:75452279-190000000,913,101.4270465,114547721,2864908
ATAC_JV_adipose/samples/Ai/MSC80/problems/chrX:37148256-49242997,660,132.3748109,12094741,378805
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr10:18024675-38818835,641,110.494709,20794160,619727
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr11:69774695-87688378,977,208.6621589,17913683,595418
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr12:145739-7189876,1021,322.4885401,7044137,308910
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr14:19050000-107289540,1196,197.5048094,88239540,2643920
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr16:46510000-88389383,1062,211.7691536,41879383,1501646
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr1:206482221-223747846,643,115.7315377,17265625,511324
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr3:60000-66170270,1089,170.3762111,66110270,2103281
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr4:75452279-190000000,796,62.59837509,114547721,2643770
ATAC_JV_adipose/samples/Ai/MSC83/problems/chrX:37148256-49242997,677,105.1538938,12094741,342804
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr10:18024675-38818835,782,176.0778822,20794160,650621
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr11:69774695-87688378,1169,344.3001912,17913683,641802
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr12:145739-7189876,1391,572.6784382,7044137,327908
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr14:19050000-107289540,1615,322.2490871,88239540,2763263
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr16:46510000-88389383,1303,385.8031958,41879383,1659943
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr1:206482221-223747846,788,169.9405202,17265625,543343
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr3:60000-66170270,1279,288.3980459,66110270,2252586
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr4:75452279-190000000,1077,95.50287073,114547721,2664375
ATAC_JV_adipose/samples/Ai/MSC91/problems/chrX:37148256-49242997,925,178.4621575,12094741,358200
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr10:18024675-38818835,681,127.2269985,20794160,518880
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr10:51448845-125869472,919,154.9783128,74420627,2051342
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr11:69774695-87688378,1041,192.0897531,17913683,540491
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:145739-7189876,688,273.4009682,7044137,292189
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:66500000-109373470,793,117.3566713,42873470,997384
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr14:19050000-107289540,880,158.6873615,88239540,2334587
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr16:46510000-88389383,1036,188.4754223,41879383,1291595
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr1:206482221-223747846,711,152.2653138,17265625,497891
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr1:521368-2634220,24090,23810.39193,2112852,116980
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr22:20700000-50364777,867,272.208075,29664777,1249934
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr2:162200000-234003741,712,127.7701922,71803741,1791488
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr3:60000-66170270,956,151.7556468,66110270,1835697
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr4:75452279-190000000,718,69.23748463,114547721,2252543
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr6:60000-58087659,742,142.6520572,58027659,1555409
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:48135599-86500000,789,63.11582518,38364401,707963
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:87000000-142766515,767,116.7091457,55766515,1402029
ATAC_JV_adipose/samples/ND2/MSC77/problems/chrX:37148256-49242997,504,86.16709233,12094741,276160
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr10:18024675-38818835,759,98.03243331,20794160,488223
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr10:51448845-125869472,1285,167.8381107,74420627,2126362
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr11:69774695-87688378,1038,184.3815004,17913683,568344
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:145739-7189876,894,299.8320339,7044137,321979
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:66500000-109373470,1037,108.2916611,42873470,959783
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr14:19050000-107289540,1023,163.5036162,88239540,2385457
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr16:46510000-88389383,1153,206.9037865,41879383,1422121
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr1:206482221-223747846,642,161.9116304,17265625,512903
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr1:521368-2634220,23793,23194.68111,2112852,146438
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr22:20700000-50364777,982,315.773375,29664777,1408338
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr2:162200000-234003741,1139,131.684459,71803741,1757033
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr3:60000-66170270,1065,150.0997509,66110270,1900622
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr4:75452279-190000000,689,61.56189356,114547721,2101764
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr6:60000-58087659,851,137.9960208,58027659,1583795
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:48135599-86500000,714,54.81437118,38364401,667413
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:87000000-142766515,941,110.5415406,55766515,1395589
ATAC_JV_adipose/samples/ND2/MSC80/problems/chrX:37148256-49242997,546,78.58087761,12094741,288566
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr10:18024675-38818835,1245,247.0549327,20794160,650170
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr10:51448845-125869472,1481,352.0864149,74420627,2724797
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr11:69774695-87688378,1480,432.8511179,17913683,740993
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:145739-7189876,1192,649.0827753,7044137,417232
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:66500000-109373470,1453,240.5190441,42873470,1216016
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr14:19050000-107289540,1534,376.8098079,88239540,3134275
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr16:46510000-88389383,1597,439.383461,41879383,1802926
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr1:206482221-223747846,920,303.8668992,17265625,614579
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr1:521368-2634220,21863,19843.52526,2112852,179146
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr22:20700000-50364777,1458,720.9126678,29664777,1869219
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr2:162200000-234003741,1185,241.5871594,71803741,2165614
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr3:60000-66170270,1553,320.428479,66110270,2386336
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr4:75452279-190000000,1089,138.8011128,114547721,2707142
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr6:60000-58087659,1161,286.7017274,58027659,1999541
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:48135599-86500000,1363,139.9645781,38364401,877581
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:87000000-142766515,1183,244.3889295,55766515,1783384
ATAC_JV_adipose/samples/ND2/MSC83/problems/chrX:37148256-49242997,835,203.0668082,12094741,369344
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr10:18024675-38818835,555,76.2812654,20794160,562219
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr10:51448845-125869472,752,100.1428953,74420627,2229774
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr11:69774695-87688378,816,129.6463731,17913683,590452
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:145739-7189876,632,190.9496122,7044137,305831
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:66500000-109373470,652,71.1882906,42873470,1074089
